0.0e0 0.0e0 0.0e0 0.0e0
4.1666e1 0.0e0 nan nan
8.3332e1 0.0e0 nan nan
1.24998001e2 0.0e0 nan nan
1.66664e2 0.0e0 nan nan
2.0833e2 0.0e0 nan nan
2.49996e2 0.0e0 nan nan
2.91662e2 0.0e0 nan nan
3.33328e2 0.0e0 nan nan
3.74994e2 0.0e0 nan nan
4.1666e2 0.0e0 nan nan
4.58326e2 0.0e0 nan nan
4.99992e2 0.0e0 nan nan
5.41658e2 0.0e0 nan nan
5.83324e2 0.0e0 nan nan
6.2499e2 0.0e0 nan nan
6.66656e2 0.0e0 nan nan
7.08322e2 0.0e0 nan nan
7.49988e2 0.0e0 nan nan
7.91654e2 0.0e0 nan nan
8.3332e2 0.0e0 nan nan
8.7498601e2 0.0e0 nan nan
9.1665201e2 0.0e0 nan nan
9.5831801e2 0.0e0 nan nan
9.9998401e2 0.0e0 nan nan

0.0e0 4.1666e1 0.0e0 0.0e0
4.1666e1 4.1666e1 1.01154744e2 1.01154744e2
8.3332e1 4.1666e1 2.02309488e2 2.02309488e2
1.24998001e2 4.1666e1 3.0346426e2 3.0346426e2
1.66664e2 4.1666e1 4.046189e2 4.046189e2
2.0833e2 4.1666e1 5.0577353e2 5.0577353e2
2.49996e2 4.1666e1 6.0692853e2 6.0692853e2
2.91662e2 4.1666e1 7.0808316e2 7.0808316e2
3.33328e2 4.1666e1 8.092378e2 8.092378e2
3.74994e2 4.1666e1 9.103928e2 9.103928e2
4.1666e2 4.1666e1 1.01154744e3 1.01154744e3
4.58326e2 4.1666e1 1.11270207e3 1.11270207e3
4.99992e2 4.1666e1 1.21385707e3 1.21385707e3
5.41658e2 4.1666e1 1.3150117e3 1.3150117e3
5.83324e2 4.1666e1 1.41616634e3 1.41616634e3
6.2499e2 4.1666e1 1.51732097e3 1.51732097e3
6.66656e2 4.1666e1 1.61847597e3 1.61847597e3
7.08322e2 4.1666e1 1.71963062e3 1.71963062e3
7.49988e2 4.1666e1 1.82078525e3 1.82078525e3
7.91654e2 4.1666e1 1.92194025e3 1.92194025e3
8.3332e2 4.1666e1 2.02309488e3 2.02309488e3
8.7498601e2 4.1666e1 2.12424951e3 2.12424951e3
9.1665201e2 4.1666e1 2.22540451e3 2.22540451e3
9.5831801e2 4.1666e1 2.32655914e3 2.32655914e3
9.9998401e2 4.1666e1 2.42771378e3 2.42771378e3

0.0e0 8.3332e1 0.0e0 0.0e0
4.1666e1 8.3332e1 1.11399013e2 1.11399013e2
8.3332e1 8.3332e1 2.22798027e2 2.22798027e2
1.24998001e2 8.3332e1 3.3419707e2 3.3419707e2
1.66664e2 8.3332e1 4.4559596e2 4.4559596e2
2.0833e2 8.3332e1 5.5699486e2 5.5699486e2
2.49996e2 8.3332e1 6.6839415e2 6.6839415e2
2.91662e2 8.3332e1 7.7979305e2 7.7979305e2
3.33328e2 8.3332e1 8.9119194e2 8.9119194e2
3.74994e2 8.3332e1 1.00259123e3 1.00259123e3
4.1666e2 8.3332e1 1.11399013e3 1.11399013e3
4.58326e2 8.3332e1 1.22538902e3 1.22538902e3
4.99992e2 8.3332e1 1.33678831e3 1.33678831e3
5.41658e2 8.3332e1 1.44818721e3 1.44818721e3
5.83324e2 8.3332e1 1.5595861e3 1.5595861e3
6.2499e2 8.3332e1 1.67098499e3 1.67098499e3
6.66656e2 8.3332e1 1.7823843e3 1.7823843e3
7.08322e2 8.3332e1 1.89378319e3 1.89378319e3
7.49988e2 8.3332e1 2.00518207e3 2.00518207e3
7.91654e2 8.3332e1 2.11658138e3 2.11658138e3
8.3332e2 8.3332e1 2.22798027e3 2.22798027e3
8.7498601e2 8.3332e1 2.33937915e3 2.33937915e3
9.1665201e2 8.3332e1 2.45077846e3 2.45077846e3
9.5831801e2 8.3332e1 2.56217734e3 2.56217734e3
9.9998401e2 8.3332e1 2.67357623e3 2.67357623e3

0.0e0 1.24998001e2 0.0e0 0.0e0
4.1666e1 1.24998001e2 1.16671921e2 1.16671921e2
8.3332e1 1.24998001e2 2.33343843e2 2.33343843e2
1.24998001e2 1.24998001e2 3.500158e2 3.500158e2
1.66664e2 1.24998001e2 4.6668759e2 4.6668759e2
2.0833e2 1.24998001e2 5.8335939e2 5.8335939e2
2.49996e2 1.24998001e2 7.000316e2 7.000316e2
2.91662e2 1.24998001e2 8.167034e2 8.167034e2
3.33328e2 1.24998001e2 9.333752e2 9.333752e2
3.74994e2 1.24998001e2 1.05004741e3 1.05004741e3
4.1666e2 1.24998001e2 1.16671921e3 1.16671921e3
4.58326e2 1.24998001e2 1.283391e3 1.283391e3
4.99992e2 1.24998001e2 1.40006322e3 1.40006322e3
5.41658e2 1.24998001e2 1.51673502e3 1.51673502e3
5.83324e2 1.24998001e2 1.63340681e3 1.63340681e3
6.2499e2 1.24998001e2 1.7500786e3 1.7500786e3
6.66656e2 1.24998001e2 1.86675082e3 1.86675082e3
7.08322e2 1.24998001e2 1.98342262e3 1.98342262e3
7.49988e2 1.24998001e2 2.1000944e3 2.1000944e3
7.91654e2 1.24998001e2 2.21676663e3 2.21676663e3
8.3332e2 1.24998001e2 2.33343843e3 2.33343843e3
8.7498601e2 1.24998001e2 2.45011021e3 2.45011021e3
9.1665201e2 1.24998001e2 2.56678244e3 2.56678244e3
9.5831801e2 1.24998001e2 2.68345424e3 2.68345424e3
9.9998401e2 1.24998001e2 2.80012602e3 2.80012602e3

0.0e0 1.66664e2 0.0e0 0.0e0
4.1666e1 1.66664e2 1.20144576e2 1.20144576e2
8.3332e1 1.66664e2 2.40289151e2 2.40289151e2
1.24998001e2 1.66664e2 3.6043376e2 3.6043376e2
1.66664e2 1.66664e2 4.805782e2 4.805782e2
2.0833e2 1.66664e2 6.0072266e2 6.0072266e2
2.49996e2 1.66664e2 7.2086754e2 7.2086754e2
2.91662e2 1.66664e2 8.4101198e2 8.4101198e2
3.33328e2 1.66664e2 9.6115642e2 9.6115642e2
3.74994e2 1.66664e2 1.0813013e3 1.0813013e3
4.1666e2 1.66664e2 1.20144576e3 1.20144576e3
4.58326e2 1.66664e2 1.3215902e3 1.3215902e3
4.99992e2 1.66664e2 1.44173508e3 1.44173508e3
5.41658e2 1.66664e2 1.56187952e3 1.56187952e3
5.83324e2 1.66664e2 1.68202397e3 1.68202397e3
6.2499e2 1.66664e2 1.80216841e3 1.80216841e3
6.66656e2 1.66664e2 1.9223133e3 1.9223133e3
7.08322e2 1.66664e2 2.04245773e3 2.04245773e3
7.49988e2 1.66664e2 2.16260219e3 2.16260219e3
7.91654e2 1.66664e2 2.28274707e3 2.28274707e3
8.3332e2 1.66664e2 2.40289151e3 2.40289151e3
8.7498601e2 1.66664e2 2.52303595e3 2.52303595e3
9.1665201e2 1.66664e2 2.64318083e3 2.64318083e3
9.5831801e2 1.66664e2 2.76332529e3 2.76332529e3
9.9998401e2 1.66664e2 2.88346973e3 2.88346973e3

0.0e0 2.0833e2 0.0e0 0.0e0
4.1666e1 2.0833e2 1.22711888e2 1.22711888e2
8.3332e1 2.0833e2 2.45423778e2 2.45423778e2
1.24998001e2 2.0833e2 3.6813571e2 3.6813571e2
1.66664e2 2.0833e2 4.9084746e2 4.9084746e2
2.0833e2 2.0833e2 6.1355922e2 6.1355922e2
2.49996e2 2.0833e2 7.3627142e2 7.3627142e2
2.91662e2 2.0833e2 8.5898317e2 8.5898317e2
3.33328e2 2.0833e2 9.8169493e2 9.8169493e2
3.74994e2 2.0833e2 1.10440714e3 1.10440714e3
4.1666e2 2.0833e2 1.22711888e3 1.22711888e3
4.58326e2 2.0833e2 1.34983064e3 1.34983064e3
4.99992e2 2.0833e2 1.47254285e3 1.47254285e3
5.41658e2 2.0833e2 1.59525461e3 1.59525461e3
5.83324e2 2.0833e2 1.71796635e3 1.71796635e3
6.2499e2 2.0833e2 1.84067812e3 1.84067812e3
6.66656e2 2.0833e2 1.96339032e3 1.96339032e3
7.08322e2 2.0833e2 2.08610207e3 2.08610207e3
7.49988e2 2.0833e2 2.20881383e3 2.20881383e3
7.91654e2 2.0833e2 2.33152603e3 2.33152603e3
8.3332e2 2.0833e2 2.45423778e3 2.45423778e3
8.7498601e2 2.0833e2 2.57694954e3 2.57694954e3
9.1665201e2 2.0833e2 2.69966174e3 2.69966174e3
9.5831801e2 2.0833e2 2.8223735e3 2.8223735e3
9.9998401e2 2.0833e2 2.94508525e3 2.94508525e3

0.0e0 2.49996e2 0.0e0 0.0e0
4.1666e1 2.49996e2 1.24729196e2 1.24729196e2
